"PRODUCT","ATTR_ID","ATTR_NAME","DESCRIPTION","MATCH_RATE","LOE","CAT","SUBCAT","SUBCAT2","DATA_TYPE","LEN","ENCODE_VAL","VALID_VAL","VALID_VAL_CNT","VAL_BINARY_IND","ATTR_LABEL"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"3 = $20,000 - $29,999","3 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"4 = $30,000 - $39,999","4 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"5 = $40,000 - $49,999","5 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"6 = $50,000 - $59,999","6 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"7 = $60,000 - $69,999","7 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"8 = $70,000 - $79,999","8 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"9 = $80,000 - $89,999","9 ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"A = $90,000 - $99,999","A ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"B = $100,000 - $124,999","B ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"C = $125,000 - $149,999","C ",13,0,"H_INCOME"
"infoBase","7671_01","Income - Estimated Household - Narrow Ranges - 100%","Indicates the estimated household income in narrow ranges. 
This income uses 9671 Income as it's foundation.  7671 Income 100% fills in the missing data in 9671 Income Plus with the mode of the ZIP9, up to 100% coverage.

Description of 9671 Income Plus:  9671 Income Plus uses 8671 Income as it's foundation.  9671 Income Plus fills in the missing data in 8671 Income with inferred income, up to the household level match rate, generally 88%-93%, but it depends on the client file.
Description of 8671 Income: 8671 Income is about 3-5% consumer self-reported via indicating their income on product registrations and website memberships, and about 95-98% modeled from the sources, based on a variety of demographic factors, including age, occupation, home ownership, and median income for the local area.  Acxiom blends all of the source income data (the self-reported and the modeled data from the sources) into the Acxiom household level income elements using several rules including recency, commonality, and hierarchy.  
This income element has different ranges/values than the other income elements.",99.99,"Household/Zip","Financial","Income","Income 8","String",1,"D = Greater than $149,999","D ",13,0,"H_INCOME"
"infoBase","7671_02","Income - Estimated Household - Narrow Ranges - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Financial","Income","Income 9","String",1,"3 = Household","3 ",4,0,"H_INCOME_PREC"
"infoBase","7671_02","Income - Estimated Household - Narrow Ranges - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Financial","Income","Income 9","String",1,"4 = Household Inferred","4 ",4,0,"H_INCOME_PREC"
"infoBase","7671_02","Income - Estimated Household - Narrow Ranges - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Financial","Income","Income 9","String",1,"A = Zip+4","A ",4,0,"H_INCOME_PREC"
"infoBase","7671_02","Income - Estimated Household - Narrow Ranges - 100% - Precision Level","Indicates the precision of the data appended: Household, Household Inferred, ZIP+4 or ZIP",99.99,"Household/Zip","Financial","Income","Income 9","String",1,"G = Zip","G ",4,0,"H_INCOME_PREC"
"infoBase","7722","Smoking/Tobacco","Someone in the household has an interest in smoking / tobacco.",8.64,"Household","Activities & Interests","Interests","Smoking","String",1,"1 = True","1 ",1,1,"H_SMOKING"
"infoBase","7727","Religious/Inspirational","Someone in the household has an interest in religion / inspirational.",21.03,"Household","Activities & Interests","Interests","Interests - General","String",1,"1 = True","1 ",1,1,"H_RELIGION"
"infoBase","7731","Food - Wines","Someone in the household has an interest in wines.",14.36,"Household","Activities & Interests","Interests","Interests - Food Cooking","String",1,"1 = True","1 ",1,1,"H_WINE"
"infoBase","7733","Reading - General","Someone in the household has a general interest in reading.",73.2,"Household","Activities & Interests","Interests","Interests - Books Mags","String",1,"1 = True","1 ",1,1,"H_READING"
"infoBase","7741","Cooking - Low Fat","Someone in the household has an interest in low fat cooking.",18.3,"Household","Activities & Interests","Interests","Interests - Food Cooking","String",1,"1 = True","1 ",1,1,"H_LOW_FAT"
"infoBase","7742","Foods - Vegetarian","Someone in the household has an interest in vegetarian food.",1.17,"Household","Activities & Interests","Interests","Interests - Food Cooking","String",1,"1 = True","1 ",1,1,"H_VEGETARIAN"
"infoBase","7743","Foods - Natural","Someone in the household has an interest in natural or organic foods.",19.78,"Household","Activities & Interests","Interests","Interests - Food Cooking","String",1,"1 = True","1 ",1,1,"H_NATURAL_FOOD"
"infoBase","7750","Exercise - Running/Jogging","Someone in the household has an interest in running/jogging for exercise.",11.01,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_RUN_JOG"
"infoBase","7751","Exercise - Walking","Someone in the household has an interest in walking for exercise.",26.48,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_WALKING"
"infoBase","7756","Auto Work","Someone in the household has an interest in working on vehicles and mechanics.",39.06,"Household","Activities & Interests","Interests","Interests - Vehicle","String",1,"1 = True","1 ",1,1,"H_AUTO_WORK"
"infoBase","7758","Woodworking","Someone in the household has an interest in woodworking.",20.21,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_WOODWORKING"
"infoBase","7771","Dieting/Weight Loss","Someone in the household has an interest in dieting / weight loss.",31.54,"Household","Activities & Interests","Interests","Interests - Health Beauty","String",1,"1 = True","1 ",1,1,"H_DIETING"
"infoBase","7772","Self Improvement","Someone in the household has an interest in self improvement.",21.64,"Household","Activities & Interests","Interests","Interests - Health Beauty","String",1,"1 = True","1 ",1,1,"H_SELF_IMPROVE"
"infoBase","7773","Cat Owner","Someone in the household has an interest in owning a cat or actually owns a cat.",25.72,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_CAT_OWNER"
"infoBase","7774","Dog Owner","Someone in the household has an interest in owning a dog or actually owns a dog.",34.6,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_DOG_OWNER"
"infoBase","7802","Fishing","Someone in the household has an interest in fishing.",29.86,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_FISHING"
"infoBase","7803","Camping/Hiking","Someone in the household has an interest in camping / hiking.",30.4,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_CAMPING"
"infoBase","7804","Hunting/Shooting","Someone in the household has an interest in hunting / shooting.",34.08,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_HUNTING"
"infoBase","7805","Boating/Sailing","Someone in the household has an interest in boating / sailing.",17.59,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_BOATING"
"infoBase","7808","Biking/Mountain Biking","Someone in the household has an interest in biking / mountain biking.",9.3,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_BIKING"
"infoBase","7812","Snow Skiing","Someone in the household has an interest in snow skiing.",8.18,"Household","Activities & Interests","Interests","Interests - Sports Leisure","String",1,"1 = True","1 ",1,1,"H_SNOW_SKI"
"infoBase","7813","Motorcycling","Someone in the household has an interest in riding motorcycles.",6.82,"Household","Activities & Interests","Interests","Interests - Vehicle","String",1,"1 = True","1 ",1,1,"H_MOTORCYCLE"
"infoBase","7822","Sports Grouping","Grouping means that weve taken all the ""Sports"" interest related elements and put them into one element. If any one of the following elements are flagged for a record, then the Sports Grouping element will be flagged as well:  7781 Spectator Sports - Auto / Motorcycle Racing  7782 Spectator Sports - Football  7783 Spectator Sports - Baseball  7784 Spectator Sports - Basketball  7785 Spectator Sports - Hockey  7786 Spectator Sports - Soccer  7787 Spectator Sports - Tennis  7810 Tennis  7811 Golf  7813 Motorcycling  7847 NASCAR  8274 Exercise - Sporty Living  8315 Power Boating",64.03,"Household","Activities & Interests","Interests","Interests - Groupings","String",1,"1 = True","1 ",1,1,"H_SPORTS"
"infoBase","7823","Outdoors Grouping","Grouping means that weve taken all the ""Outdoor"" interest related elements and put them into one element. If any one of the following elements are flagged for a record, then the Outdoors Grouping element will be flagged as well:  7802 Fishing  7803 Camping / Hiking  7804 Hunting / Shooting  7805 Boating / Sailing  7806 Water Sports  7807 Scuba Diving  7808 Biking / Mountain Biking  7812 Snow Skiing  7814 Equestrian",61.92,"Household","Activities & Interests","Interests","Interests - Groupings","String",1,"1 = True","1 ",1,1,"H_OUTDOORS"
"infoBase","7827","Exercise/Health Grouping","Grouping means that weve taken all the ""Exercise / Health"" interest related elements and put them into one element. If any one of the following elements are flagged for a record, then the Exercise/Health Grouping element will be flagged as well:  7750 Exercise - Running / Jogging  7751 Exercise - Walking  7752 Exercise - Aerobic  7770 Health / Medical   7808 Biking / Mountain Biking  8274 Sporty Living  7771 Dieting / Weight Loss",69.77,"Household","Activities & Interests","Interests","Interests - Groupings","String",1,"1 = True","1 ",1,1,"H_EXERCISE"
"infoBase","7830","Home Improvement Grouping","Grouping means that weve taken all the ""Home Improvement"" interest related elements and put them into one element. If any one of the following elements are flagged for a record, then the Home Improvement Grouping element will be flagged as well:  7815 Home Furnishings / Decorating  7816 Home Improvement  7851 Home Improvement - Do-It-Yourselfers  8272 DIY Living",73.01,"Household","Activities & Interests","Interests","Interests - Groupings","String",1,"1 = True","1 ",1,1,"H_HOME_IMPROVE"
"infoBase","7841","Career","These are Career Minded people who focus on career and look for opportunities to move higher in their company with a goal to have executive status.",19.28,"Household","Activities & Interests","Interests","Interests - General","String",1,"1 = True","1 ",1,1,"H_CAREER"
"infoBase","8165_01","Vehicle - Truck Owner","Someone in the household has indicated that they own a truck. This does not include SUVs.",27.36,"Household","Vehicles","Vehicle","Vehicle","String",1,"1 = True","1 ",1,1,"H_TRUCK_OWNER"
"infoBase","8165_02","Vehicle - Motorcycle Owner","Someone in the household has indicated that they own a motorcycle.",7.39,"Household","Vehicles","Vehicle","Vehicle","String",1,"1 = True","1 ",1,1,"H_MCYCLE_OWNER"
"infoBase","8165_03","Vehicle - Recreational Vehicle Owner","Someone in the household has indicated that they own a recreational vehicle (RV).",11.92,"Household","Vehicles","Vehicle","Vehicle","String",1,"1 = True","1 ",1,1,"H_RV_OWNER"
"infoBase","8167_20","Mail Order Buyer Categories - Health","Indicates a mail order purchase made by the household of health-related items.",11.14,"Household","Spending","Buying Activity","y BA - Mail Order","String",1,"1 = True","1 ",1,1,"H_BUY_MO_HEALTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"A = Less than 1 Year","A ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"B = 1 Year","B ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"C = 2 Years","C ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"D = 3 Years","D ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"E = 4 Years","E ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"F = 5 Years","F ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"G = 6 - 7 Years","G ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"H = 8 - 9 Years","H ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"I = 10 - 14 Years","I ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8436","Home Length of Residence - Broad Ranges (Real Property data only)","Indicates the total time a household has lived at their current address in ranges.",35.42,"Household","Demographics","Home/Property","Prop - LOR - RP","String",1,"J = Greater than 14 Years","J ",10,0,"H_ADDRESS_LENGTH"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"A = $1 - $4,999 ","A ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"B = $5,000 - $9,999 ","B ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"C = $10,000 - $19,999 ","C ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"D = $20,000 - $29,999 ","D ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"E = $30,000 - $49,999 ","E ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"F = $50,000 - $74,999 ","F ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"G = $75,000 - $99,999 ","G ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"H = $100,000 - $149,999 ","H ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"I = $150,000 - $199,999 ","I ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"J = $200,000 - $249,999 ","J ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"K = $250,000 - $299,999 ","K ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"L = $300,000 - $349,999 ","L ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"M = $350,000 - $399,999 ","M ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"N = $400,000 - $499,999 ","N ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"O = $500,000 - $749,999 ","O ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"P = $750,000 - $999,999 ","P ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"Q = $1,000,000 - $1,999,999 ","Q ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8437","Home Loan Amount Total - Original - Ranges (Real Property data only)","Indicates the total home loan amount for the household in ranges. There may be multiple loans on the home.",29.49,"Household","Financial","Home/Property","Prop - Loan - Amount RP 0","String",1,"R = Greater than $1,999,999","R ",18,0,"H_HOME_LOAN_AMT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"A = Less than 750 feet","A ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"B = 750 - 999 Feet","B ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"C = 1,000 - 1,249 Feet","C ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"D = 1,250 - 1,499 Feet","D ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"E = 1,500 - 1,749 Feet","E ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"F = 1,750 - 1,999 Feet","F ",14,0,"H_HOME_SQFT"
"infoBase","8441","Home Square Footage - Ranges (Real Property data only)","Indicates the size of the home in ranged square footage.",60.83,"Household","Property","Home/Property","Prop - Details - RP","String",1,"G = 2,000 - 2,499 Feet","G ",14,0,"H_HOME_SQFT"
